"","X","gene_id","GOs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term.x","ontology","bh_adjust","A","B","C","D","E","F","G","H","L","M","N","term.y","GOSlim_bin","aspect","log_over_represented_pvalue"
"11",544,"Pocillopora_acuta_HIv2___RNAseq.g24121.t1","GO:0031630",0.0454874430350398,0.995857231930372,2,9,"regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP",1,23,21,5063,3031,96,1126,250,18,11,602,19,"regulation of synaptic vesicle fusion to presynaptic membrane","cell-cell signaling","P",1.34210847528223
"12",546,"Pocillopora_acuta_HIv2___RNAseq.g24121.t1","GO:0032223",0.0381130714636004,0.99693349641386,2,8,"negative regulation of synaptic transmission, cholinergic","BP",1,23,21,5063,3031,96,1126,250,18,11,602,19,"negative regulation of synaptic transmission, cholinergic","cell-cell signaling","P",1.4189260508095
"13",545,"Pocillopora_acuta_HIv2___RNAseq.g24121.t1","GO:0031631",0.0310074593039635,0.997850381209137,2,7,"negative regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP",1,23,21,5063,3031,96,1126,250,18,11,602,19,"negative regulation of synaptic vesicle fusion to presynaptic membrane","cell-cell signaling","P",1.50853381762186
"14",573,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0021539",0.00477082750636629,0.999907294348409,2,4,"subthalamus development","BP",1,0,0,338,157,64,85,55,0,0,79,0,"subthalamus development","developmental processes","P",2.32140628547158
"15",167,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0005739",0.00360142158619714,0.997792645317676,51,1074,"mitochondrion","CC",0.957504270667097,0,5,194,113,96,56,62,0,0,36,0,"mitochondrion","mitochondrion","C",2.44352603668422
"16",561,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0003676",0.0188352400425598,0.986940503788248,60,1340,"nucleic acid binding","MF",1,0,0,338,157,64,85,55,0,0,79,0,"nucleic acid binding","nucleic acid binding activity","F",1.72502884063221
"17",564,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0003690",0.000100801516998954,0.999957397334561,31,441,"double-stranded DNA binding","MF",0.163954747079409,0,0,338,157,64,85,55,0,0,79,0,"double-stranded DNA binding","nucleic acid binding activity","F",3.99653293198457
"18",562,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0003677",3.69379987118433e-05,0.999982014465965,49,780,"DNA binding","MF",0.142892995915142,0,0,338,157,64,85,55,0,0,79,0,"DNA binding","nucleic acid binding activity","F",4.43252663818511
"19",576,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0043565",1.77493983419355e-05,0.999992976861272,33,442,"sequence-specific DNA binding","MF",0.142892995915142,0,0,338,157,64,85,55,0,0,79,0,"sequence-specific DNA binding","nucleic acid binding activity","F",4.75081636380359
"20",565,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0003700",1.27484321092806e-05,0.999994753849523,37,509,"DNA-binding transcription factor activity","MF",0.142892995915142,0,0,338,157,64,85,55,0,0,79,0,"transcription factor activity","nucleic acid binding activity","F",4.89454322449736
"21",490,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0009266",0.0388197899023298,0.980048403077247,15,255,"response to temperature stimulus","BP",1,0,0,170,60,17,50,17,4,0,22,0,"response to temperature stimulus","other biological processes","P",1.4109468193986
"22",486,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0003031",0.0347347618406921,1,1,1,"detection of carbon dioxide","BP",1,0,0,170,60,17,50,17,4,0,22,0,"detection of carbon dioxide","other biological processes","P",1.4592356745247
"23",491,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0009454",0.0347347618406921,1,1,1,"aerotaxis","BP",1,0,0,170,60,17,50,17,4,0,22,0,"aerotaxis","other biological processes","P",1.4592356745247
"24",578,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0045165",0.00137370048398593,0.999354078868565,27,410,"cell fate commitment","BP",0.560634474356294,0,0,338,157,64,85,55,0,0,79,0,"cell fate commitment","other biological processes","P",2.86210794874079
"25",574,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0031327",0.0486258560941999,0.966052688347472,44,989,"negative regulation of cellular biosynthetic process","BP",1,0,0,338,157,64,85,55,0,0,79,0,"negative regulation of cellular biosynthetic process","other metabolic processes","P",1.31313273952302
"26",568,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0009890",0.0484504088009299,0.966049808379643,45,1015,"negative regulation of biosynthetic process","BP",1,0,0,338,157,64,85,55,0,0,79,0,"negative regulation of biosynthetic process","other metabolic processes","P",1.31470255423264
"27",570,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0010558",0.0289170734338601,0.980642415126195,43,927,"negative regulation of macromolecule biosynthetic process","BP",1,0,0,338,157,64,85,55,0,0,79,0,"negative regulation of macromolecule biosynthetic process","other metabolic processes","P",1.53884566213266
"28",492,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0009891",0.0280021175883577,0.98061256781482,52,1147,"positive regulation of biosynthetic process","BP",1,0,0,170,60,17,50,17,4,0,22,0,"positive regulation of biosynthetic process","other metabolic processes","P",1.55280912500905
"29",177,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0044249",0.0275329132807069,0.979364097516258,89,2184,"cellular biosynthetic process","BP",1,0,5,194,113,96,56,62,0,0,36,0,"cellular biosynthetic process","other metabolic processes","P",1.560147833111
"30",4107,"Pocillopora_acuta_HIv2___RNAseq.g11960.t1","GO:0044249",0.0275329132807069,0.979364097516258,89,2184,"cellular biosynthetic process","BP",1,0,23,57,0,0,26,44,57,0,28,0,"cellular biosynthetic process","other metabolic processes","P",1.560147833111
"31",496,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0031325",0.0257448598133137,0.981097673020706,78,1812,"positive regulation of cellular metabolic process","BP",1,0,0,170,60,17,50,17,4,0,22,0,"positive regulation of cellular metabolic process","other metabolic processes","P",1.58930946866371
"32",501,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0051173",0.0248555290396376,0.981882936288361,75,1730,"positive regulation of nitrogen compound metabolic process","BP",1,0,0,170,60,17,50,17,4,0,22,0,"positive regulation of nitrogen compound metabolic process","other metabolic processes","P",1.60457698864849
"33",495,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0010628",0.0234978591446798,0.983853417677752,53,1164,"positive regulation of gene expression","BP",1,0,0,170,60,17,50,17,4,0,22,0,"positive regulation of gene expression","other metabolic processes","P",1.62897170385615
"34",572,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0010628",0.0234978591446798,0.983853417677752,53,1164,"positive regulation of gene expression","BP",1,0,0,338,157,64,85,55,0,0,79,0,"positive regulation of gene expression","other metabolic processes","P",1.62897170385615
"35",170,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0009058",0.0230500134509461,0.982801111529678,92,2248,"biosynthetic process","BP",1,0,5,194,113,96,56,62,0,0,36,0,"biosynthetic process","other metabolic processes","P",1.63732881683963
"36",4106,"Pocillopora_acuta_HIv2___RNAseq.g11960.t1","GO:0009058",0.0230500134509461,0.982801111529678,92,2248,"biosynthetic process","BP",1,0,23,57,0,0,26,44,57,0,28,0,"biosynthetic process","other metabolic processes","P",1.63732881683963
"37",497,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0031328",0.0217887429924802,0.985150061342336,52,1128,"positive regulation of cellular biosynthetic process","BP",1,0,0,170,60,17,50,17,4,0,22,0,"positive regulation of cellular biosynthetic process","other metabolic processes","P",1.66176782377744
"38",494,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0010604",0.0202711453649042,0.985243943425155,80,1839,"positive regulation of macromolecule metabolic process","BP",1,0,0,170,60,17,50,17,4,0,22,0,"positive regulation of macromolecule metabolic process","other metabolic processes","P",1.69312171200731
"39",571,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0010604",0.0202711453649042,0.985243943425155,80,1839,"positive regulation of macromolecule metabolic process","BP",1,0,0,338,157,64,85,55,0,0,79,0,"positive regulation of macromolecule metabolic process","other metabolic processes","P",1.69312171200731
"40",499,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0045935",0.0193527712185171,0.98700446567628,50,1069,"positive regulation of nucleobase-containing compound metabolic process","BP",1,0,0,170,60,17,50,17,4,0,22,0,"positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process","other metabolic processes","P",1.7132568374287
"41",493,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0009893",0.0185138152769562,0.98646990708579,85,1965,"positive regulation of metabolic process","BP",1,0,0,170,60,17,50,17,4,0,22,0,"positive regulation of metabolic process","other metabolic processes","P",1.73250407379237
"42",569,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0009893",0.0185138152769562,0.98646990708579,85,1965,"positive regulation of metabolic process","BP",1,0,0,338,157,64,85,55,0,0,79,0,"positive regulation of metabolic process","other metabolic processes","P",1.73250407379237
"43",169,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0006520",0.0155071525372112,0.992510972072579,17,287,"amino acid metabolic process","BP",1,0,5,194,113,96,56,62,0,0,36,0,"cellular amino acid metabolic process","other metabolic processes","P",1.80946794112301
"44",175,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0042558",0.00896914736135576,0.9983271216155,5,40,"pteridine-containing compound metabolic process","BP",1,0,5,194,113,96,56,62,0,0,36,0,"pteridine and derivative metabolic process","other metabolic processes","P",2.04724884055218
"45",580,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0045934",0.00896236901677613,0.994331507232597,47,959,"negative regulation of nucleobase-containing compound metabolic process","BP",1,0,0,338,157,64,85,55,0,0,79,0,"negative regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process","other metabolic processes","P",2.04757717840443
"46",176,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0043436",0.00106171118376628,0.999414417784457,44,806,"oxoacid metabolic process","BP",0.506030842535361,0,5,194,113,96,56,62,0,0,36,0,"oxoacid metabolic process","other metabolic processes","P",2.9739936078831
"47",168,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0006082",0.000744146616498801,0.999594337110895,45,815,"organic acid metabolic process","BP",0.418852879745263,0,5,194,113,96,56,62,0,0,36,0,"organic acid metabolic process","other metabolic processes","P",3.12834148856276
"48",174,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0019752",0.000550778912770252,0.999710953531655,42,735,"carboxylic acid metabolic process","BP",0.370967957047857,0,5,194,113,96,56,62,0,0,36,0,"carboxylic acid metabolic process","other metabolic processes","P",3.25902269558075
"49",171,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0016835",0.0358777226200959,0.990271655665158,5,58,"carbon-oxygen lyase activity","MF",1,0,5,194,113,96,56,62,0,0,36,0,"carbon-oxygen lyase activity","other molecular function","F",1.44517513209716
"50",563,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0003682",0.018581453365313,0.99010807173482,21,350,"chromatin binding","MF",1,0,0,338,157,64,85,55,0,0,79,0,"chromatin binding","other molecular function","F",1.73092032027507
"51",172,"Pocillopora_acuta_HIv2___RNAseq.g12512.t1","GO:0016838",0.00249876101338965,0.999975320011823,2,3,"carbon-oxygen lyase activity, acting on phosphates","MF",0.749469720028171,0,5,194,113,96,56,62,0,0,36,0,"carbon-oxygen lyase activity, acting on phosphates","other molecular function","F",2.60227527869921
"52",547,"Pocillopora_acuta_HIv2___RNAseq.g24121.t1","GO:0046982",0.00199195016350287,0.999117947239871,22,327,"protein heterodimerization activity","MF",0.706128859714718,23,21,5063,3031,96,1126,250,18,11,602,19,"protein heterodimerization activity","other molecular function","F",2.70072153136737
"53",543,"Pocillopora_acuta_HIv2___RNAseq.g24121.t1","GO:0004965",0.0310074593039635,0.997850381209137,2,7,"G protein-coupled GABA receptor activity","MF",1,23,21,5063,3031,96,1126,250,18,11,602,19,"GABA-B receptor activity","signal transduction activity","F",1.50853381762186
"54",565,"Pocillopora_acuta_HIv2___RNAseq.g8481.t1","GO:0003700",1.27484321092806e-05,0.999994753849523,37,509,"DNA-binding transcription factor activity","MF",0.142892995915142,0,0,338,157,64,85,55,0,0,79,0,"transcription factor activity","transcription regulatory activity","F",4.89454322449736
"55",544,"Pocillopora_acuta_HIv2___RNAseq.g24121.t1","GO:0031630",0.0454874430350398,0.995857231930372,2,9,"regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP",1,23,21,5063,3031,96,1126,250,18,11,602,19,"regulation of synaptic vesicle fusion to presynaptic membrane","transport","P",1.34210847528223
"56",545,"Pocillopora_acuta_HIv2___RNAseq.g24121.t1","GO:0031631",0.0310074593039635,0.997850381209137,2,7,"negative regulation of synaptic vesicle fusion to presynaptic active zone membrane","BP",1,23,21,5063,3031,96,1126,250,18,11,602,19,"negative regulation of synaptic vesicle fusion to presynaptic membrane","transport","P",1.50853381762186
"57",487,"Pocillopora_acuta_HIv2___RNAseq.22237_t","GO:0005223",0.0347347618406921,1,1,1,"intracellular cGMP-activated cation channel activity","MF",1,0,0,170,60,17,50,17,4,0,22,0,"intracellular cGMP activated cation channel activity","transporter activity","F",1.4592356745247
